date,amount,price,sid,symbol,value
2015-04-07 00:00:00+00:00,-37,859.9,4,AMAR,31816.3
2015-04-21 00:00:00+00:00,-109,447.5,16,BBRM,48777.5
2015-04-21 00:00:00+00:00,58,670.25,112,PIIL,-38874.5
2015-04-21 00:00:00+00:00,30,1104.0,143,UBBW,-33120.0
2015-04-28 00:00:00+00:00,243,143.65,50,FOHE,-34906.950000000004
2015-04-28 00:00:00+00:00,-64,818.15,72,INBK,52361.6
2015-04-28 00:00:00+00:00,32,1716.5,86,LUPN,-54928.0
2015-04-28 00:00:00+00:00,261,162.53,97,NAFL,-42420.33
2015-04-28 00:00:00+00:00,-126,698.05,151,WHIR,87954.29999999999
2015-05-05 00:00:00+00:00,-289,104.76,14,BAJE,30275.640000000003
2015-05-19 00:00:00+00:00,-1,22990.0,26,BOSH,22990.0
2015-05-19 00:00:00+00:00,257,232.4,122,REXP,-59726.8
2015-05-19 00:00:00+00:00,-30,966.0,143,UBBW,28980.0
2015-06-02 00:00:00+00:00,516,69.51,3,ADEL,-35867.16
2015-06-02 00:00:00+00:00,-32,1799.95,86,LUPN,57598.4
2015-06-02 00:00:00+00:00,146,364.27,147,UPLL,-53183.42
2015-06-09 00:00:00+00:00,-63,707.99,146,UNSP,44603.37
2015-06-16 00:00:00+00:00,-915,65.3,10,ASOK,59749.5
2015-06-16 00:00:00+00:00,94,553.62,33,CCRI,-52040.28
2015-06-16 00:00:00+00:00,226,208.5,94,MRCO,-47121.0
2015-06-23 00:00:00+00:00,-516,61.97,3,ADEL,31976.52
2015-07-14 00:00:00+00:00,68,1039.5,53,GLEN,-70686.0
2015-07-14 00:00:00+00:00,-38,1470.0,127,SIEM,55860.0
2015-07-21 00:00:00+00:00,203,314.0,27,BPCL,-63742.0
2015-07-21 00:00:00+00:00,-58,669.0,112,PIIL,38802.0
2015-08-04 00:00:00+00:00,-94,530.58,33,CCRI,49874.520000000004
2015-08-11 00:00:00+00:00,269,215.98,65,HPCL,-58098.619999999995
2015-08-11 00:00:00+00:00,-5,14800.0,108,PAGE,74000.0
2015-08-25 00:00:00+00:00,-243,165.15,50,FOHE,40131.450000000004
2015-08-25 00:00:00+00:00,19,4150.0,107,ORCL,-78850.0
2015-09-01 00:00:00+00:00,27,1800.0,22,BJFS,-48600.0
2015-09-01 00:00:00+00:00,-226,201.9,94,MRCO,45629.4
2015-09-15 00:00:00+00:00,36,1596.0,20,BJAT,-57456.0
2015-09-15 00:00:00+00:00,-203,287.9,27,BPCL,58443.7
2015-09-15 00:00:00+00:00,104,448.7,101,NITT,-46664.799999999996
2015-09-15 00:00:00+00:00,-146,336.13,147,UPLL,49074.979999999996
2015-09-29 00:00:00+00:00,10,5700.0,0,ABOT,-57000.0
2015-09-29 00:00:00+00:00,-97,476.02,21,BJFN,46173.939999999995
